frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,lane_label_raw,lane_label_confirmed,lane_label_inner_votes,lane_label_outer_votes,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
1112,2026-08-01T22:39:20.996+09:00,124.260,1111,8.95,0,STOPPED_RED,,1,1,1,0.109040,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.297,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.297,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1113,2026-08-01T22:39:21.110+09:00,124.374,1112,8.95,0,STOPPED_RED,,1,1,1,0.225017,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.186,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.186,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1114,2026-08-01T22:39:21.222+09:00,124.485,1113,8.95,0,STOPPED_RED,,1,1,1,0.093334,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.296,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.296,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1115,2026-08-01T22:39:21.334+09:00,124.597,1114,8.95,0,STOPPED_RED,,1,1,1,0.224135,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.306,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1116,2026-08-01T22:39:21.445+09:00,124.708,1115,8.95,0,STOPPED_RED,,1,1,1,0.224135,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.190,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.190,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1117,2026-08-01T22:39:21.559+09:00,124.821,1116,8.95,0,STOPPED_RED,,1,1,1,0.224135,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.302,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.302,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1118,2026-08-01T22:39:21.673+09:00,124.937,1117,8.95,0,STOPPED_RED,,1,1,1,0.097312,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.310,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.310,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1119,2026-08-01T22:39:21.786+09:00,125.051,1118,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.197,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.197,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1120,2026-08-01T22:39:21.906+09:00,125.169,1119,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.315,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1121,2026-08-01T22:39:22.015+09:00,125.278,1120,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.310,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.310,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1122,2026-08-01T22:39:22.128+09:00,125.392,1121,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.311,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.311,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1123,2026-08-01T22:39:22.244+09:00,125.507,1122,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.425,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.425,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1124,2026-08-01T22:39:22.354+09:00,125.615,1123,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.304,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1125,2026-08-01T22:39:22.461+09:00,125.724,1124,8.95,0,STOPPED_RED,,1,1,1,0.041641,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.300,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.300,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1126,2026-08-01T22:39:22.568+09:00,125.830,1125,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.179,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.179,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1127,2026-08-01T22:39:22.673+09:00,125.933,1126,8.95,0,STOPPED_RED,,1,1,1,0.041641,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.279,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.279,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1128,2026-08-01T22:39:22.779+09:00,126.042,1127,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.287,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.287,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1129,2026-08-01T22:39:22.893+09:00,126.156,1128,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.186,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.186,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1130,2026-08-01T22:39:23.010+09:00,126.269,1129,8.95,0,STOPPED_RED,,1,1,1,0.041641,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.297,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.297,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1131,2026-08-01T22:39:23.119+09:00,126.382,1130,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.307,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.307,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1132,2026-08-01T22:39:23.234+09:00,126.495,1131,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.306,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1133,2026-08-01T22:39:23.347+09:00,126.610,1132,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.422,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.422,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1134,2026-08-01T22:39:23.464+09:00,126.728,1133,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.313,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.313,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1135,2026-08-01T22:39:23.592+09:00,126.854,1134,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.321,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.321,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1136,2026-08-01T22:39:23.706+09:00,126.969,1135,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.208,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.208,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1137,2026-08-01T22:39:23.821+09:00,127.082,1136,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.319,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.319,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1138,2026-08-01T22:39:23.929+09:00,127.192,1137,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 49, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 49}",49,1,1,0,0,0.304,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1139,2026-08-01T22:39:24.049+09:00,127.313,1138,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.312,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.312,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1140,2026-08-01T22:39:24.173+09:00,127.436,1139,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.435,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.435,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1141,2026-08-01T22:39:24.281+09:00,127.544,1140,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.315,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1142,2026-08-01T22:39:24.387+09:00,127.650,1141,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.304,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1143,2026-08-01T22:39:24.498+09:00,127.761,1142,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.184,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.184,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1144,2026-08-01T22:39:24.611+09:00,127.874,1143,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.296,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.296,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1145,2026-08-01T22:39:24.732+09:00,127.996,1144,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.313,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.313,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1146,2026-08-01T22:39:24.848+09:00,128.109,1145,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.198,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.198,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1147,2026-08-01T22:39:24.973+09:00,128.234,1146,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.323,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1148,2026-08-01T22:39:25.085+09:00,128.347,1147,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.316,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.316,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1149,2026-08-01T22:39:25.201+09:00,128.462,1148,8.95,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.316,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.316,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1150,2026-08-01T22:39:25.323+09:00,128.587,1149,8.94,0,STOPPED_RED,,1,1,1,0.041641,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.204,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.204,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1151,2026-08-01T22:39:25.439+09:00,128.703,1150,8.94,0,STOPPED_RED,,1,1,1,0.041641,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.319,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.319,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1152,2026-08-01T22:39:25.540+09:00,128.804,1151,8.94,0,STOPPED_RED,,1,1,1,0.042188,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.306,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1153,2026-08-01T22:39:25.650+09:00,128.913,1152,8.94,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.296,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.296,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1154,2026-08-01T22:39:25.765+09:00,129.027,1153,8.94,0,STOPPED_RED,,1,1,1,0.039062,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.408,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.408,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1155,2026-08-01T22:39:25.872+09:00,129.133,1154,8.95,0,STOPPED_RED,,1,1,1,0.039609,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,750,green,0,unknown,0.000000,null,0.000000,0.297,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.297,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
1156,2026-08-01T22:39:25.986+09:00,129.250,1155,8.94,0,STOPPED_RED,,1,1,1,0.041641,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.304,car-not-detected-or-stale,KEEP_PAUSED,right,left,,3
