frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
140,2026-08-02T01:34:04.725+09:00,22.354,139,6.27,0,DRIVING,,0,1,0,-0.426133,,0,0,0.767627,0.767627,0,744,red,0,unknown,0.000000,null,0.000000,0.605,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.605,ultrasonic-not-close,KEEP_PAUSED,right,,,0
141,2026-08-02T01:34:04.920+09:00,22.549,140,6.26,0,DRIVING,,0,1,0,-0.426133,,0,0,0.767451,0.767451,0,744,red,0,unknown,0.000000,null,0.000000,0.543,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.543,ultrasonic-not-close,KEEP_PAUSED,right,,,0
142,2026-08-02T01:34:05.057+09:00,22.686,141,6.26,0,DRIVING,,0,1,0,-0.426133,,0,0,0.767327,0.767327,0,744,red,0,unknown,0.000000,null,0.000000,0.483,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.483,ultrasonic-not-close,KEEP_PAUSED,right,,,0
143,2026-08-02T01:34:05.163+09:00,22.793,142,6.28,0,DRIVING,,0,1,0,-0.426133,,0,0,0.767241,0.767241,0,743,red,0,unknown,0.000000,null,0.000000,0.403,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.403,ultrasonic-not-close,KEEP_PAUSED,right,,,0
144,2026-08-02T01:34:05.438+09:00,23.067,143,6.25,0,DRIVING,,0,1,0,-0.426133,,0,0,0.767180,0.767180,0,744,red,0,unknown,0.000000,null,0.000000,0.346,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.346,ultrasonic-not-close,KEEP_PAUSED,right,,,0
145,2026-08-02T01:34:05.687+09:00,23.316,144,6.22,0,DRIVING,,0,1,0,-0.426133,,0,0,0.767138,0.767138,0,745,red,0,unknown,0.000000,null,0.000000,0.489,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.489,ultrasonic-not-close,KEEP_PAUSED,right,,,0
146,2026-08-02T01:34:05.841+09:00,23.472,145,6.22,0,DRIVING,,0,1,0,-0.427422,,0,0,0.771749,0.771749,0,744,red,0,unknown,0.000000,null,0.000000,0.642,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.642,ultrasonic-not-close,KEEP_PAUSED,right,,,0
147,2026-08-02T01:34:06.126+09:00,23.756,146,6.19,0,DRIVING,,0,1,0,-0.429219,,0,0,0.777501,0.777501,0,744,red,0,unknown,0.000000,null,0.000000,0.404,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.404,ultrasonic-not-close,KEEP_PAUSED,right,,,0
148,2026-08-02T01:34:06.327+09:00,23.957,147,6.18,0,DRIVING,,0,1,0,-0.429219,,0,0,0.776029,0.776029,0,744,red,0,unknown,0.000000,null,0.000000,0.451,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.451,ultrasonic-not-close,KEEP_PAUSED,right,,,0
149,2026-08-02T01:34:06.477+09:00,24.107,148,6.18,0,DRIVING,,0,1,0,-0.429219,,0,0,0.774998,0.774998,0,745,red,0,unknown,0.000000,null,0.000000,0.601,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.601,ultrasonic-not-close,KEEP_PAUSED,right,,,0
150,2026-08-02T01:34:06.587+09:00,24.217,149,6.20,0,DRIVING,,0,1,0,-0.429219,,0,0,0.774277,0.774277,0,744,red,0,unknown,0.000000,null,0.000000,0.427,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.427,ultrasonic-not-close,KEEP_PAUSED,right,,,0
151,2026-08-02T01:34:06.756+09:00,24.385,150,6.20,0,DRIVING,,0,1,0,-0.429219,,0,0,0.773772,0.773772,0,745,red,0,unknown,0.000000,null,0.000000,0.394,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.394,ultrasonic-not-close,KEEP_PAUSED,right,,,0
152,2026-08-02T01:34:06.877+09:00,24.506,151,6.21,0,DRIVING,,0,1,0,-0.429219,,0,0,0.773418,0.773418,0,745,red,0,unknown,0.000000,null,0.000000,0.252,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.252,ultrasonic-not-close,KEEP_PAUSED,right,,,0
153,2026-08-02T01:34:07.008+09:00,24.636,152,6.21,0,DRIVING,,0,1,0,-0.429766,,0,0,0.775140,0.775140,0,745,red,0,unknown,0.000000,null,0.000000,0.382,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.382,ultrasonic-not-close,KEEP_PAUSED,right,,,0
154,2026-08-02T01:34:07.189+09:00,24.818,153,6.21,0,DRIVING,,0,1,0,-0.429219,,0,0,0.772703,0.772703,0,745,red,0,unknown,0.000000,null,0.000000,0.399,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.399,ultrasonic-not-close,KEEP_PAUSED,right,,,0
155,2026-08-02T01:34:07.376+09:00,25.005,154,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.774639,0.774639,0,745,red,0,unknown,0.000000,null,0.000000,0.463,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.463,ultrasonic-not-close,KEEP_PAUSED,right,,,0
156,2026-08-02T01:34:07.549+09:00,25.178,155,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.774320,0.774320,0,745,red,0,unknown,0.000000,null,0.000000,0.326,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.326,ultrasonic-not-close,KEEP_PAUSED,right,,,0
157,2026-08-02T01:34:07.653+09:00,25.282,156,6.21,0,DRIVING,,0,1,0,-0.429766,,0,0,0.774098,0.774098,0,745,red,0,unknown,0.000000,null,0.000000,0.241,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.241,ultrasonic-not-close,KEEP_PAUSED,right,,,0
158,2026-08-02T01:34:07.906+09:00,25.533,157,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773942,0.773942,0,744,red,0,unknown,0.000000,null,0.000000,0.322,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.322,ultrasonic-not-close,KEEP_PAUSED,right,,,0
159,2026-08-02T01:34:08.016+09:00,25.645,158,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773833,0.773833,0,745,red,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.323,ultrasonic-not-close,KEEP_PAUSED,right,,,0
160,2026-08-02T01:34:08.246+09:00,25.875,159,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773756,0.773756,0,745,red,0,unknown,0.000000,null,0.000000,0.553,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.553,ultrasonic-not-close,KEEP_PAUSED,right,,,0
161,2026-08-02T01:34:08.449+09:00,26.079,160,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773703,0.773703,0,745,red,0,unknown,0.000000,null,0.000000,0.508,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.508,ultrasonic-not-close,KEEP_PAUSED,right,,,0
162,2026-08-02T01:34:08.625+09:00,26.255,161,6.17,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773665,0.773665,0,744,red,0,unknown,0.000000,null,0.000000,0.575,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.575,ultrasonic-not-close,KEEP_PAUSED,right,,,0
163,2026-08-02T01:34:08.791+09:00,26.420,162,6.17,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773639,0.773639,0,744,red,0,unknown,0.000000,null,0.000000,0.510,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.510,ultrasonic-not-close,KEEP_PAUSED,right,,,0
164,2026-08-02T01:34:08.928+09:00,26.558,163,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773621,0.773621,0,744,red,0,unknown,0.000000,null,0.000000,0.269,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.269,ultrasonic-not-close,KEEP_PAUSED,right,,,0
165,2026-08-02T01:34:09.035+09:00,26.665,164,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773608,0.773608,0,744,red,0,unknown,0.000000,null,0.000000,0.209,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.209,ultrasonic-not-close,KEEP_PAUSED,right,,,0
166,2026-08-02T01:34:09.259+09:00,26.889,165,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773599,0.773599,0,745,red,0,unknown,0.000000,null,0.000000,0.433,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.433,ultrasonic-not-close,KEEP_PAUSED,right,,,0
167,2026-08-02T01:34:09.422+09:00,27.051,166,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773593,0.773593,0,745,red,0,unknown,0.000000,null,0.000000,0.458,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.458,ultrasonic-not-close,KEEP_PAUSED,right,,,0
168,2026-08-02T01:34:09.559+09:00,27.187,167,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773588,0.773588,0,745,red,0,unknown,0.000000,null,0.000000,0.487,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.487,ultrasonic-not-close,KEEP_PAUSED,right,,,0
169,2026-08-02T01:34:09.677+09:00,27.306,168,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773585,0.773585,0,745,red,0,unknown,0.000000,null,0.000000,0.219,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.219,ultrasonic-not-close,KEEP_PAUSED,right,,,0
170,2026-08-02T01:34:09.876+09:00,27.505,169,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773583,0.773583,0,745,red,0,unknown,0.000000,null,0.000000,0.281,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.281,ultrasonic-not-close,KEEP_PAUSED,right,,,0
171,2026-08-02T01:34:10.023+09:00,27.653,170,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773582,0.773582,0,745,red,0,unknown,0.000000,null,0.000000,0.430,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.430,ultrasonic-not-close,KEEP_PAUSED,right,,,0
172,2026-08-02T01:34:10.190+09:00,27.819,171,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773581,0.773581,0,745,red,0,unknown,0.000000,null,0.000000,0.478,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.478,ultrasonic-not-close,KEEP_PAUSED,right,,,0
173,2026-08-02T01:34:10.332+09:00,27.961,172,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773580,0.773580,0,745,red,0,unknown,0.000000,null,0.000000,0.421,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.421,ultrasonic-not-close,KEEP_PAUSED,right,,,0
174,2026-08-02T01:34:10.500+09:00,28.128,173,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773579,0.773579,0,745,red,0,unknown,0.000000,null,0.000000,0.439,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.439,ultrasonic-not-close,KEEP_PAUSED,right,,,0
175,2026-08-02T01:34:10.642+09:00,28.271,174,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773579,0.773579,0,745,red,0,unknown,0.000000,null,0.000000,0.416,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.416,ultrasonic-not-close,KEEP_PAUSED,right,,,0
176,2026-08-02T01:34:10.753+09:00,28.382,175,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773579,0.773579,0,745,red,0,unknown,0.000000,null,0.000000,0.217,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.217,ultrasonic-not-close,KEEP_PAUSED,right,,,0
177,2026-08-02T01:34:10.932+09:00,28.561,176,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773579,0.773579,0,745,red,0,unknown,0.000000,null,0.000000,0.255,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.255,ultrasonic-not-close,KEEP_PAUSED,right,,,0
178,2026-08-02T01:34:11.105+09:00,28.734,177,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.316,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.316,ultrasonic-not-close,KEEP_PAUSED,right,,,0
179,2026-08-02T01:34:11.321+09:00,28.952,178,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,744,red,0,unknown,0.000000,null,0.000000,0.533,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.533,ultrasonic-not-close,KEEP_PAUSED,right,,,0
180,2026-08-02T01:34:11.487+09:00,29.117,179,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.520,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.520,ultrasonic-not-close,KEEP_PAUSED,right,,,0
181,2026-08-02T01:34:11.620+09:00,29.249,180,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.480,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.480,ultrasonic-not-close,KEEP_PAUSED,right,,,0
182,2026-08-02T01:34:11.725+09:00,29.354,181,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.368,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.368,ultrasonic-not-close,KEEP_PAUSED,right,,,0
183,2026-08-02T01:34:11.930+09:00,29.560,182,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.274,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.274,ultrasonic-not-close,KEEP_PAUSED,right,,,0
184,2026-08-02T01:34:12.100+09:00,29.729,183,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.445,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.445,ultrasonic-not-close,KEEP_PAUSED,right,,,0
185,2026-08-02T01:34:12.233+09:00,29.862,184,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.473,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.473,ultrasonic-not-close,KEEP_PAUSED,right,,,0
186,2026-08-02T01:34:12.380+09:00,30.010,185,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.246,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.246,ultrasonic-not-close,KEEP_PAUSED,right,,,0
187,2026-08-02T01:34:12.500+09:00,30.130,186,6.21,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.230,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.230,ultrasonic-not-close,KEEP_PAUSED,right,,,0
188,2026-08-02T01:34:12.699+09:00,30.328,187,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.430,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.430,ultrasonic-not-close,KEEP_PAUSED,right,,,0
