frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
189,2026-08-02T01:34:12.888+09:00,30.518,188,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.474,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.474,ultrasonic-not-close,KEEP_PAUSED,right,,,0
190,2026-08-02T01:34:13.025+09:00,30.654,189,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.491,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.491,ultrasonic-not-close,KEEP_PAUSED,right,,,0
191,2026-08-02T01:34:13.159+09:00,30.787,190,6.21,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.424,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.424,ultrasonic-not-close,KEEP_PAUSED,right,,,0
192,2026-08-02T01:34:13.271+09:00,30.900,191,6.22,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.211,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.211,ultrasonic-not-close,KEEP_PAUSED,right,,,0
193,2026-08-02T01:34:13.525+09:00,31.154,192,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.331,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.331,ultrasonic-not-close,KEEP_PAUSED,right,,,0
194,2026-08-02T01:34:13.678+09:00,31.307,193,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.483,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.483,ultrasonic-not-close,KEEP_PAUSED,right,,,0
195,2026-08-02T01:34:13.906+09:00,31.535,194,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.599,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.599,ultrasonic-not-close,KEEP_PAUSED,right,,,0
196,2026-08-02T01:34:14.117+09:00,31.746,195,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.555,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.555,ultrasonic-not-close,KEEP_PAUSED,right,,,0
197,2026-08-02T01:34:14.265+09:00,31.894,196,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,744,red,0,unknown,0.000000,null,0.000000,0.551,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.551,ultrasonic-not-close,KEEP_PAUSED,right,,,0
198,2026-08-02T01:34:14.449+09:00,32.078,197,6.17,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.508,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.508,ultrasonic-not-close,KEEP_PAUSED,right,,,0
199,2026-08-02T01:34:14.625+09:00,32.254,198,6.17,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.324,ultrasonic-not-close,KEEP_PAUSED,right,,,0
200,2026-08-02T01:34:14.798+09:00,32.428,199,6.17,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.316,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.316,ultrasonic-not-close,KEEP_PAUSED,right,,,0
201,2026-08-02T01:34:14.901+09:00,32.530,200,6.18,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,744,red,0,unknown,0.000000,null,0.000000,0.241,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.241,ultrasonic-not-close,KEEP_PAUSED,right,,,0
202,2026-08-02T01:34:15.030+09:00,32.660,201,6.19,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.197,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.197,ultrasonic-not-close,KEEP_PAUSED,right,,,0
203,2026-08-02T01:34:15.134+09:00,32.763,202,6.20,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.300,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.300,ultrasonic-not-close,KEEP_PAUSED,right,,,0
204,2026-08-02T01:34:15.239+09:00,32.869,203,6.21,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.306,ultrasonic-not-close,KEEP_PAUSED,right,,,0
205,2026-08-02T01:34:15.380+09:00,33.010,204,6.21,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.212,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.212,ultrasonic-not-close,KEEP_PAUSED,right,,,0
206,2026-08-02T01:34:15.483+09:00,33.112,205,6.22,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.315,ultrasonic-not-close,KEEP_PAUSED,right,,,0
207,2026-08-02T01:34:15.618+09:00,33.247,206,6.23,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.343,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.343,ultrasonic-not-close,KEEP_PAUSED,right,,,0
208,2026-08-02T01:34:15.732+09:00,33.361,207,6.24,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.214,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.214,ultrasonic-not-close,KEEP_PAUSED,right,,,0
209,2026-08-02T01:34:15.967+09:00,33.596,208,6.22,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.315,ultrasonic-not-close,KEEP_PAUSED,right,,,0
210,2026-08-02T01:34:16.140+09:00,33.769,209,6.22,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.487,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.487,ultrasonic-not-close,KEEP_PAUSED,right,,,0
211,2026-08-02T01:34:16.272+09:00,33.901,210,6.23,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.504,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.504,ultrasonic-not-close,KEEP_PAUSED,right,,,0
212,2026-08-02T01:34:16.376+09:00,34.005,211,6.24,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,746,red,0,unknown,0.000000,null,0.000000,0.374,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.374,ultrasonic-not-close,KEEP_PAUSED,right,,,0
213,2026-08-02T01:34:16.610+09:00,34.240,212,6.22,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.304,ultrasonic-not-close,KEEP_PAUSED,right,,,0
214,2026-08-02T01:34:16.781+09:00,34.410,213,6.22,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,745,red,0,unknown,0.000000,null,0.000000,0.475,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.475,ultrasonic-not-close,KEEP_PAUSED,right,,,0
215,2026-08-02T01:34:16.931+09:00,34.559,214,6.22,0,DRIVING,,0,1,0,-0.429766,,0,0,0.773578,0.773578,0,744,red,0,unknown,0.000000,null,0.000000,0.519,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.519,ultrasonic-not-close,KEEP_PAUSED,right,,,0
216,2026-08-02T01:34:17.030+09:00,34.660,215,6.23,0,DRIVING,,0,1,0,-0.430039,,0,0,0.774563,0.774563,0,744,red,0,unknown,0.000000,null,0.000000,0.385,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.385,ultrasonic-not-close,KEEP_PAUSED,right,,,0
217,2026-08-02T01:34:17.167+09:00,34.796,216,6.24,0,DRIVING,,0,1,0,-0.430039,,0,0,0.774415,0.774415,0,745,red,0,unknown,0.000000,null,0.000000,0.202,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.202,ultrasonic-not-close,KEEP_PAUSED,right,,,0
218,2026-08-02T01:34:17.391+09:00,35.020,217,6.23,0,DRIVING,,0,1,0,-0.430039,,0,0,0.774311,0.774311,0,745,red,0,unknown,0.000000,null,0.000000,0.325,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.325,ultrasonic-not-close,KEEP_PAUSED,right,,,0
219,2026-08-02T01:34:17.578+09:00,35.206,218,6.22,0,DRIVING,,0,1,0,-0.430039,,0,0,0.774239,0.774239,0,745,red,0,unknown,0.000000,null,0.000000,0.512,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.512,ultrasonic-not-close,KEEP_PAUSED,right,,,0
220,2026-08-02T01:34:17.744+09:00,35.374,219,6.22,0,DRIVING,,0,1,0,-0.428008,,0,0,0.766876,0.766876,0,745,red,0,unknown,0.000000,null,0.000000,0.542,,"{""0"": 250, ""1"": 151, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 151}",151,1,0,0,0,0.542,ultrasonic-not-close,KEEP_PAUSED,right,,,0
221,2026-08-02T01:34:17.873+09:00,35.502,220,6.23,0,DRIVING,,0,1,0,-0.428008,,0,0,0.767937,0.767937,0,745,red,0,unknown,0.000000,null,0.000000,0.448,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.448,ultrasonic-not-close,KEEP_PAUSED,right,,,0
222,2026-08-02T01:34:17.989+09:00,35.618,221,6.23,0,DRIVING,,0,1,0,-0.427500,,0,0,0.766852,0.766852,0,745,red,0,unknown,0.000000,null,0.000000,0.208,,"{""0"": 250, ""1"": 156, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 156}",156,1,0,0,0,0.208,ultrasonic-not-close,KEEP_PAUSED,right,,,0
223,2026-08-02T01:34:18.143+09:00,35.773,222,6.24,0,DRIVING,,0,1,0,-0.426953,,0,0,0.765678,0.765678,0,745,red,0,unknown,0.000000,null,0.000000,0.363,,"{""0"": 250, ""1"": 159, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 159}",159,1,0,0,0,0.363,ultrasonic-not-close,KEEP_PAUSED,right,,,0
224,2026-08-02T01:34:18.323+09:00,35.953,223,6.23,0,DRIVING,,0,1,0,-0.426953,,0,0,0.766529,0.766529,0,745,red,0,unknown,0.000000,null,0.000000,0.416,,"{""0"": 250, ""1"": 195, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 195}",195,1,0,0,0,0.416,ultrasonic-not-close,KEEP_PAUSED,right,,,0
225,2026-08-02T01:34:18.501+09:00,36.129,224,6.23,0,DRIVING,,0,1,0,-0.427500,,0,0,0.769094,0.769094,0,745,red,0,unknown,0.000000,null,0.000000,0.477,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.477,ultrasonic-not-close,KEEP_PAUSED,right,,,0
226,2026-08-02T01:34:18.667+09:00,36.298,225,6.23,0,DRIVING,,0,1,0,-0.427500,,0,0,0.769216,0.769216,0,745,red,0,unknown,0.000000,null,0.000000,0.490,,"{""0"": 250, ""1"": 185, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 185}",185,1,0,0,0,0.490,ultrasonic-not-close,KEEP_PAUSED,right,,,0
227,2026-08-02T01:34:18.785+09:00,36.414,226,6.24,0,DRIVING,,0,1,0,-0.427500,,0,0,0.769301,0.769301,0,745,red,0,unknown,0.000000,null,0.000000,0.248,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.248,ultrasonic-not-close,KEEP_PAUSED,right,,,0
228,2026-08-02T01:34:18.950+09:00,36.581,227,6.23,0,DRIVING,,0,1,0,-0.427500,,0,0,0.769361,0.769361,0,745,red,0,unknown,0.000000,null,0.000000,0.249,,"{""0"": 250, ""1"": 184, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 184}",184,1,0,0,0,0.249,ultrasonic-not-close,KEEP_PAUSED,right,,,0
229,2026-08-02T01:34:19.173+09:00,36.803,228,6.22,0,DRIVING,,0,1,0,-0.427500,,0,0,0.769402,0.769402,0,745,red,0,unknown,0.000000,null,0.000000,0.470,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.470,ultrasonic-not-close,KEEP_PAUSED,right,,,0
230,2026-08-02T01:34:19.368+09:00,36.997,229,6.22,0,DRIVING,,0,1,0,-0.427500,,0,0,0.769432,0.769432,0,745,red,1,obstacle-car,0.727011,"[707, 292, 900, 624]",0.069275,0.549,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.549,ultrasonic-not-close,KEEP_PAUSED,right,,,0
231,2026-08-02T01:34:19.540+09:00,37.169,230,6.22,0,DRIVING,,0,1,0,-0.426758,,0,0,0.766780,0.766780,0,745,red,0,unknown,0.000000,null,0.000000,0.554,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.554,ultrasonic-not-close,KEEP_PAUSED,right,,,0
232,2026-08-02T01:34:19.668+09:00,37.297,231,6.22,0,DRIVING,,0,1,0,-0.428320,,0,0,0.772820,0.772820,0,745,red,0,unknown,0.000000,null,0.000000,0.460,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.460,ultrasonic-not-close,KEEP_PAUSED,right,,,0
233,2026-08-02T01:34:19.782+09:00,37.411,232,6.23,0,DRIVING,,0,1,0,-0.428320,,0,0,0.772267,0.772267,0,745,red,0,unknown,0.000000,null,0.000000,0.378,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.378,ultrasonic-not-close,KEEP_PAUSED,right,,,0
234,2026-08-02T01:34:19.938+09:00,37.567,233,6.23,0,DRIVING,,0,1,0,-0.428320,,0,0,0.771880,0.771880,0,746,red,0,unknown,0.000000,null,0.000000,0.535,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.535,ultrasonic-not-close,KEEP_PAUSED,right,,,0
235,2026-08-02T01:34:20.098+09:00,37.728,234,6.23,0,DRIVING,,0,1,0,-0.428320,,0,0,0.771609,0.771609,0,745,red,0,unknown,0.000000,null,0.000000,0.396,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.396,ultrasonic-not-close,KEEP_PAUSED,right,,,0
236,2026-08-02T01:34:20.251+09:00,37.881,235,6.23,0,DRIVING,,0,1,0,-0.427578,,0,0,0.768747,0.768747,0,745,red,0,unknown,0.000000,null,0.000000,0.435,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.435,ultrasonic-not-close,KEEP_PAUSED,right,,,0
237,2026-08-02T01:34:20.355+09:00,37.985,236,6.24,0,DRIVING,,0,1,0,-0.428594,,0,0,0.772672,0.772672,0,745,red,0,unknown,0.000000,null,0.000000,0.224,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.224,ultrasonic-not-close,KEEP_PAUSED,right,,,0
